Title,Source,Published At,Description,URL
Decade of dedication: 20% TCS staff celebrate 10th anniversary | Mint - Mint,Google News,2023-06-08T17:44:36Z,"<ol><li>Decade of dedication: 20% TCS staff celebrate 10th anniversary | Mint  Mint
</li><li>Touted as largest recruiter of women, TCS sees rise in female staff resignation  Hindustan Times
</li><li>The TCS annual report shows women continue to pay a price …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMisQFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvdGNzLWJvYXN0cy0yMC1vZi1pdHMtZW1wbG95ZWVzLWhhdmUtYmVlbi13aXRoLXRoZS1jb21wYW55LWZvci1vdmVyLWEtZGVjYWRlLWhpZ2hsaWdodGluZy1pdHMtYWJpbGl0eS10by1yZXRhaW4tdGFsZW50LTExNjg2MjQ2Mjc3MjM0Lmh0bWzSAbUBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL2NvbXBhbmllcy9uZXdzL3Rjcy1ib2FzdHMtMjAtb2YtaXRzLWVtcGxveWVlcy1oYXZlLWJlZW4td2l0aC10aGUtY29tcGFueS1mb3Itb3Zlci1hLWRlY2FkZS1oaWdobGlnaHRpbmctaXRzLWFiaWxpdHktdG8tcmV0YWluLXRhbGVudC9hbXAtMTE2ODYyNDYyNzcyMzQuaHRtbA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
TCS sends memos to employees for violating 'Work from Office' diktat | Mint - Mint,Google News,2023-05-31T02:38:49Z,"<ol><li>TCS sends memos to employees for violating 'Work from Office' diktat | Mint  Mint
</li><li>TCS sends memo to staff flouting its WFO diktat  Indiatimes.com
</li><li>TCS issues memo to employees not adhering to office roster  Indiatimes.com
</li><li>…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9jb21wYW5pZXMvbmV3cy90Y3Mtc2VuZHMtbWVtb3MtdG8tZW1wbG95ZWVzLWZvci12aW9sYXRpbmctd29yay1mcm9tLW9mZmljZS1kaWt0YXQtMTE2ODU0OTkyNTQzMDQuaHRtbNIBggFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvdGNzLXNlbmRzLW1lbW9zLXRvLWVtcGxveWVlcy1mb3ItdmlvbGF0aW5nLXdvcmstZnJvbS1vZmZpY2UtZGlrdGF0L2FtcC0xMTY4NTQ5OTI1NDMwNC5odG1s?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1
How 20% TCS on foreign remittances under LRS can impact overseas spend of Indians,Moneycontrol,2023-06-02T07:04:11Z,The new changes could impact high networth individuals making investments overseas and those making payments for the purchase of overseas tour packages.,https://www.moneycontrol.com/news/business/personal-finance/how-20-tcs-on-foreign-remittances-under-lrs-can-impact-overseas-spend-of-indians-10731371.html
"Rs 2,000 withdrawal to boost fight against corruption, says BJPâs Gopal Agarwal",Moneycontrol,2023-05-22T02:46:17Z,Agarwal said the move is in line withÂ Prime Minister Narendra Modiâs vision on eradicating corruption completely.,https://www.moneycontrol.com/news/business/economy/rs-2000-withdrawal-to-boost-fight-against-corruption-says-bjps-gopal-agarwal-10631521.html
"TCS bags Rs 15,000-crore BSNL deal to deploy 4G network across India - Moneycontrol",Google News,2023-05-22T03:58:35Z,"<ol><li>TCS bags Rs 15,000-crore BSNL deal to deploy 4G network across India  Moneycontrol
</li><li>BBC Documentary Live News Updates: Delhi HC issues summons to BBC on defamation suit claiming its documen...  Economic Times
</li><li>TCS, ITI get ₹15,700 cr…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy90Y3MtYmFncy1ycy0xNTAwMC1jcm9yZS1ic25sLWRlYWwtZm9yLTRnLW5ldHdvcmstMTA2MzM2NjEuaHRtbNIBbWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy90Y3MtYmFncy1ycy0xNTAwMC1jcm9yZS1ic25sLWRlYWwtZm9yLTRnLW5ldHdvcmstMTA2MzM2NjEuaHRtbC9hbXA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
TCS hike in tour packages sparks concern among cos | Mint - Mint,Google News,2023-05-21T18:13:15Z,"<ol><li>TCS hike in tour packages sparks concern among cos | Mint  Mint
</li><li>TCS of 20% on international spends, credit cards unconstitutional, will be struck down: Sr Adv SS ...  Moneycontrol
</li><li>‘Twitter is new Jantar Mantar for protests,' say ne…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9jb21wYW5pZXMvbmV3cy90Y3MtaGlrZS1pbi10b3VyLXBhY2thZ2VzLXNwYXJrcy1jb25jZXJuLWFtb25nLWNvcy0xMTY4NDY5MjY2Njk5OS5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL2NvbXBhbmllcy9uZXdzL3Rjcy1oaWtlLWluLXRvdXItcGFja2FnZXMtc3BhcmtzLWNvbmNlcm4tYW1vbmctY29zL2FtcC0xMTY4NDY5MjY2Njk5OS5odG1s?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
"TCS of 20% on international spends, credit cards unconstitutional, will be struck down: Sr Adv SS ... - Moneycontrol",Google News,2023-05-20T15:11:44Z,"<ol><li>TCS of 20% on international spends, credit cards unconstitutional, will be struck down: Sr Adv SS ...  Moneycontrol
</li><li>TCS hike in tour packages sparks concern among cos | Mint  Mint
</li><li>‘Twitter is new Jantar Mantar for protests,' say ne…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvdHJlbmRzL2xlZ2FsL3Rjcy1vbi1pbnRlcm5hdGlvbmFsLWNyZWRpdC1jYXJkcy11bmNvbnN0aXR1dGlvbmFsLWFuZC1taW5kbGVzcy13aWxsLWJlLXN0cnVjay1kb3duLXNyLWFkdi1zcy1uYWdhbmFuZC0xMDYzMDAwMS5odG1s0gGnAWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy90cmVuZHMvbGVnYWwvdGNzLW9uLWludGVybmF0aW9uYWwtY3JlZGl0LWNhcmRzLXVuY29uc3RpdHV0aW9uYWwtYW5kLW1pbmRsZXNzLXdpbGwtYmUtc3RydWNrLWRvd24tc3ItYWR2LXNzLW5hZ2FuYW5kLTEwNjMwMDAxLmh0bWwvYW1w?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
Pure una Ferrari speciale per i 100 anni dell'Aeronautica Militare,Gazzetta.it,2023-06-01T09:30:39Z,"Matteo Cressoni, pilota italiano di gare GT, ha omaggiato l'anniversario dell'Aeronautica con una livrea inedita: c'è pure una dedica ad Alessio Ghersi, pilota della PAN recentemente scomparso",https://www.gazzetta.it/motori/la-mia-auto/01-06-2023/ferrari-488-challenge-evo-speciale-per-i-100-anni-dell-aeronautica-militare.shtml
TCS to hold Annual General Meeting on this date | Mint - Mint,Google News,2023-06-07T03:21:25Z,TCS to hold Annual General Meeting on this date | Mint  Mint,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvdGNzLXRvLWhvbGQtYW5udWFsLWdlbmVyYWwtbWVldGluZy1vbi1qdW5lLTI5LXRhdGEtY29uc3VsdGFuY3ktc2VydmljZXMtMTE2ODYxMDcwMjA5NjYuaHRtbNIBhwFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvdGNzLXRvLWhvbGQtYW5udWFsLWdlbmVyYWwtbWVldGluZy1vbi1qdW5lLTI5LXRhdGEtY29uc3VsdGFuY3ktc2VydmljZXMvYW1wLTExNjg2MTA3MDIwOTY2Lmh0bWw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
"TCS increase and Go First challenges impact travel industry, domestic demand strong: Thomas Cook",Moneycontrol,2023-05-19T13:12:10Z,"TCS will have a short-term impact and domestic travel will become the flavour for a month or two, said Thomas Cook India CEO. He added that the Go First issue is a challenging situation as there is no clarity on the airline resuming operations.",https://www.moneycontrol.com/news/trends/travel/tcs-increase-and-go-first-challenges-impact-travel-industry-domestic-demand-strong-thomas-cook-10624311.html
Stau am Gotthard: Mehr als eine Stunde Wartezeit in den Norden,Www.nzz.ch,2023-05-21T13:33:27Z,Am Sonntag endet das lange Auffahrtswochenende. Vor dem Südportal am Gotthard ist mit langen Wartezeiten zu rechnen.,https://www.nzz.ch/panorama/stau-am-gotthard-mehr-als-eine-stunde-wartezeit-in-den-norden-ld.1738957
"Travel agents not willing to work with Go First until clarity over refunds, business with low-cost airlines under doubt",Moneycontrol,2023-06-09T07:06:58Z,"Refunds of Rs 800-900 crore are stuck at the airline, claim travel agent associations; however, Go First says it has issued most refunds to travel agentsâ IDs. Travel agents are also vexed at the increase in tax collected at source to 20 percent.",https://www.moneycontrol.com/news/trends/travel/travel-agents-not-willing-to-work-with-go-first-until-clarity-over-refunds-business-with-low-cost-airlines-under-doubt-10769871.html
"TCS, Transamerica agree to end administration agreement earlier than planned - Moneycontrol",Google News,2023-06-16T06:22:35Z,"TCS, Transamerica agree to end administration agreement earlier than planned  MoneycontrolView Full coverage on Google News",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvY29tcGFuaWVzL3Rjcy10cmFuc2FtZXJpY2EtYWdyZWUtdG8tZW5kLWFkbWluaXN0cmF0aW9uLWFncmVlbWVudC1lYXJsaWVyLXRoYW4tcGxhbm5lZC0xMDgwNzUyMS5odG1s0gGSAWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9jb21wYW5pZXMvdGNzLXRyYW5zYW1lcmljYS1hZ3JlZS10by1lbmQtYWRtaW5pc3RyYXRpb24tYWdyZWVtZW50LWVhcmxpZXItdGhhbi1wbGFubmVkLTEwODA3NTIxLmh0bWwvYW1w?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
20 modèles de sièges auto pour enfants testés et notés,Caradisiac.com,2023-05-23T13:53:57Z,"Pour guider les jeunes parents dans l'achat d'un siège auto pour leur enfant, le Touring Club Suisse (TCS) vient de révéler les résultats de ses tests 2023. Vingt modèles de sièges auto différents ont été passés au crible en termes de sécurité, de facilité d’…",https://www.caradisiac.com/20-modeles-de-sieges-auto-pour-enfants-testes-et-notes-202570.htm
"Tata Consultancy Services led consortium secures ₹15,000 crore order from BSNL for nationwide 4G network deployment | Mint - Mint",Google News,2023-05-22T06:10:01Z,"<ol><li>Tata Consultancy Services led consortium secures ₹15,000 crore order from BSNL for nationwide 4G network deployment | Mint  Mint
</li><li>TCS bags Rs 15,000-crore BSNL deal to deploy 4G network across India  Moneycontrol
</li><li>TCS Wins Rs 15,000 …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMirAFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL3RhdGEtY29uc3VsdGFuY3ktc2VydmljZXMtbGVkLWNvbnNvcnRpdW0tc2VjdXJlcy1ycy0xNS0wMDAtY3JvcmUtb3JkZXItZnJvbS1ic25sLWZvci1uYXRpb253aWRlLTRnLW5ldHdvcmstZGVwbG95bWVudC0xMTY4NDczNDk4MDE4OS5odG1s0gGwAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9jb21wYW5pZXMvdGF0YS1jb25zdWx0YW5jeS1zZXJ2aWNlcy1sZWQtY29uc29ydGl1bS1zZWN1cmVzLXJzLTE1LTAwMC1jcm9yZS1vcmRlci1mcm9tLWJzbmwtZm9yLW5hdGlvbndpZGUtNGctbmV0d29yay1kZXBsb3ltZW50L2FtcC0xMTY4NDczNDk4MDE4OS5odG1s?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
"TCS on international credit card transactions to increase financial, compliance burden for individual... - Moneycontrol",Google News,2023-05-19T05:08:16Z,"<ol><li>TCS on international credit card transactions to increase financial, compliance burden for individual...  Moneycontrol
</li><li>Why is ‘20% TCS’ on Credit Card trending? Key points and implications to know  The Financial Express
</li><li>TCS on inte…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvcGVyc29uYWwtZmluYW5jZS90Y3Mtb24taW50ZXJuYXRpb25hbC1jcmVkaXQtY2FyZC10cmFuc2FjdGlvbnMtdG8taW5jcmVhc2UtZmluYW5jaWFsLWNvbXBsaWFuY2UtYnVyZGVuLWZvci1pbmRpdmlkdWFsLXRyYXZlbGxlcnMtMTA2MjA0MzEuaHRtbNIBvQFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvcGVyc29uYWwtZmluYW5jZS90Y3Mtb24taW50ZXJuYXRpb25hbC1jcmVkaXQtY2FyZC10cmFuc2FjdGlvbnMtdG8taW5jcmVhc2UtZmluYW5jaWFsLWNvbXBsaWFuY2UtYnVyZGVuLWZvci1pbmRpdmlkdWFsLXRyYXZlbGxlcnMtMTA2MjA0MzEuaHRtbC9hbXA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
"Spend up to ₹7 lakh outside India with your international debit, credit cards without worrying about TCS | Mint - Mint",Google News,2023-05-20T03:10:41Z,"<ol><li>Spend up to ₹7 lakh outside India with your international debit, credit cards without worrying about TCS | Mint  Mint
</li><li>No levy on card payments up to Rs 7 lakh overseas, Finmin says after backlash on 20% tax rule  Moneycontrol
</li><li>20% T…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMirQFodHRwczovL3d3dy5saXZlbWludC5jb20vbW9uZXkvcGVyc29uYWwtZmluYW5jZS9zcGVuZC11cC10by1ycy03LWxha2gtb3V0c2lkZS1pbmRpYS13aXRoLXlvdXItaW50ZXJuYXRpb25hbC1kZWJpdC1jcmVkaXQtY2FyZHMtd2l0aG91dC13b3JyeWluZy1hYm91dC10Y3MtMTE2ODQ1NTAzMjA0OTAuaHRtbNIBsQFodHRwczovL3d3dy5saXZlbWludC5jb20vbW9uZXkvcGVyc29uYWwtZmluYW5jZS9zcGVuZC11cC10by1ycy03LWxha2gtb3V0c2lkZS1pbmRpYS13aXRoLXlvdXItaW50ZXJuYXRpb25hbC1kZWJpdC1jcmVkaXQtY2FyZHMtd2l0aG91dC13b3JyeWluZy1hYm91dC10Y3MvYW1wLTExNjg0NTUwMzIwNDkwLmh0bWw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
No TCS on overseas spending up to Rs 7 lakh per year by credit or debit cards: GOI - The Economic Times,Google News,2023-05-19T14:05:00Z,"<ol><li>No TCS on overseas spending up to Rs 7 lakh per year by credit or debit cards: GOI  The Economic Times
</li><li>20% TCS update: FinMin says no tax collection on foreign spending via cards for payments up to Rs 7 lakh  Moneycontrol
</li><li>20% TCS O…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMipQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9lY29ub215L3BvbGljeS9uby10Y3MtZGVkdWN0aW9uLW9uLW92ZXJzZWFzLXNwZW5kaW5nLXVwLXRvLXJzLTctbGFraC1wZXIteWVhci1ieS1jcmVkaXQtb3ItZGViaXQtY2FyZHMtZ29pL2FydGljbGVzaG93LzEwMDM2MDkyMy5jbXPSAakBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL25ld3MvZWNvbm9teS9wb2xpY3kvbm8tdGNzLWRlZHVjdGlvbi1vbi1vdmVyc2Vhcy1zcGVuZGluZy11cC10by1ycy03LWxha2gtcGVyLXllYXItYnktY3JlZGl0LW9yLWRlYml0LWNhcmRzLWdvaS9hbXBfYXJ0aWNsZXNob3cvMTAwMzYwOTIzLmNtcw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
No TCS on overseas spending up to Rs 7 lakh per year by credit or debit cards: GOI - Economic Times,Google News,2023-05-19T14:05:00Z,"<ol><li>No TCS on overseas spending up to Rs 7 lakh per year by credit or debit cards: GOI  Economic Times
</li><li>20% TCS update: FinMin says no tax collection on foreign spending via cards for payments up to Rs 7 lakh  Moneycontrol
</li><li>20% TCS On In…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMirgFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbmV3cy9lY29ub215L3BvbGljeS9uby10Y3MtZGVkdWN0aW9uLW9uLW92ZXJzZWFzLXNwZW5kaW5nLXVwLXRvLXJzLTctbGFraC1wZXIteWVhci1ieS1jcmVkaXQtb3ItZGViaXQtY2FyZHMtZ29pL2FydGljbGVzaG93LzEwMDM2MDkyMy5jbXPSAakBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL25ld3MvZWNvbm9teS9wb2xpY3kvbm8tdGNzLWRlZHVjdGlvbi1vbi1vdmVyc2Vhcy1zcGVuZGluZy11cC10by1ycy03LWxha2gtcGVyLXllYXItYnktY3JlZGl0LW9yLWRlYml0LWNhcmRzLWdvaS9hbXBfYXJ0aWNsZXNob3cvMTAwMzYwOTIzLmNtcw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
$10 off Crust Pizza Orders on 13 June 2023,Ozbargain.com.au,2023-06-12T12:54:42Z,"Found on Facebook on the crust pizza page.

GET IN QUICK! For one day only, get $10 OFF when you spend $40 at Crust.
TCs apply. Valid 13.06.2023 on Pick up orders only.",https://www.ozbargain.com.au/node/781036
"Seven of India Inc top-10 add Rs 1.51 lakh crore to market value; Reliance, TCS lead gainers - Moneycontrol",Google News,2023-05-28T05:36:42Z,"Seven of India Inc top-10 add Rs 1.51 lakh crore to market value; Reliance, TCS lead gainers  MoneycontrolView Full coverage on Google News",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWNhcC1vZi03LW9mLXRvcC0xMC1tb3N0LXZhbHVlZC1maXJtcy1qdW1wcy1ycy0xLTUxLWxha2gtY3JvcmUtcmVsaWFuY2UtdGNzLWJpZ2dlc3QtZ2FpbmVycy0xMDY3NzgyMS5odG1s0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
Ashneer Grover says paying tax is a punishment: #39;Taxpayers are doing charity in this country#39;,Moneycontrol,2023-06-12T07:50:21Z,Ashneer Grover added in a separate video that reducing tax rate in India would be his priority whenever he becomes a politician.,https://www.moneycontrol.com/news/trends/ashneer-grover-paying-tax-is-punishment-taxpayers-are-doing-charity-10782071.html
Auto: In diesen Ländern lohnt sich das Tanken im Urlaub,Wirtschafts Woche,2023-05-26T06:37:20Z,Das Tanken im Auslandsurlaub kann sich lohnen: Je nach Land und Kraftstoff sind bei einer Tankfüllung auch mal 20 Euro Ersparnis möglich – aber in welchen Nachbarländern lohnt sich der Trip zur Zapfsäule am meisten?,https://www.wiwo.de/unternehmen/handel/spritpreise-in-diesen-laendern-lohnt-sich-das-tanken-im-urlaub/29170760.html
"Mcap of 6 of top 10 most-valued firms fall by Rs 83,637.96 cr; TCS biggest laggard - The Economic Times",Google News,2023-06-11T06:04:00Z,"Mcap of 6 of top 10 most-valued firms fall by Rs 83,637.96 cr; TCS biggest laggard  The Economic TimesView Full coverage on Google News",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMimgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9tY2FwLW9mLTYtb2YtdG9wLTEwLW1vc3QtdmFsdWVkLWZpcm1zLWZhbGwtYnktcnMtODM2MzctOTYtY3ItdGNzLWJpZ2dlc3QtbGFnZ2FyZC9hcnRpY2xlc2hvdy8xMDA5MTEzODQuY21z0gGeAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9uZXdzL21jYXAtb2YtNi1vZi10b3AtMTAtbW9zdC12YWx1ZWQtZmlybXMtZmFsbC1ieS1ycy04MzYzNy05Ni1jci10Y3MtYmlnZ2VzdC1sYWdnYXJkL2FtcF9hcnRpY2xlc2hvdy8xMDA5MTEzODQuY21z?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
Российские индексы завершили торги разнонаправленно,Tass.ru,2023-05-22T16:48:15Z,На рынке акций лидерство захватили депозитарные расписки группы TCS,https://tass.ru/ekonomika/17814881
Чистая прибыль группы «Тинькофф» в I квартале выросла более чем в 11 раз,Fontanka.ru,2023-05-24T15:38:00Z,Контролирующая Тинькофф Банк TCS Group опубликовала финансовые результаты по итогам I квартала 2023 года.,https://www.fontanka.ru/2023/05/24/72334250/
Govt move to impose 20% TCS on credit card spends abroad leaves holidayers in a fix - The Economic Times,Google News,2023-05-19T01:30:00Z,"<ol><li>Govt move to impose 20% TCS on credit card spends abroad leaves holidayers in a fix  The Economic Times
</li><li>Why is ‘20% TCS’ on Credit Card trending? Key points and implications to know  The Financial Express
</li><li>Foreign Travel To Get Expe…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMikgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbnJpL3Zpc2l0L2dvdnQtbW92ZS10by1pbXBvc2UtMjAtdGNzLW9uLWNyZWRpdC1jYXJkLXNwZW5kcy1hYnJvYWQtbGVhdmVzLWhvbGlkYXllcnMtaW4tYS1maXgvYXJ0aWNsZXNob3cvMTAwMzQxNzQwLmNtc9IBlwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbnJpL2ludmVzdC9nb3Z0LW1vdmUtdG8taW1wb3NlLTIwLXRjcy1vbi1jcmVkaXQtY2FyZC1zcGVuZHMtYWJyb2FkLWxlYXZlcy1ob2xpZGF5ZXJzLWluLWEtZml4L2FtcF9hcnRpY2xlc2hvdy8xMDAzNDE3NDAuY21z?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
Govt move to impose 20% TCS on credit card spends abroad leaves holidayers in a fix - The Economic Times,Google News,2023-05-19T01:30:00Z,"<ol><li>Govt move to impose 20% TCS on credit card spends abroad leaves holidayers in a fix  The Economic Times
</li><li>Why is ‘20% TCS’ on Credit Card trending? Key points and implications to know  The Financial Express
</li><li>Remittances for travel and…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMikgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbnJpL3Zpc2l0L2dvdnQtbW92ZS10by1pbXBvc2UtMjAtdGNzLW9uLWNyZWRpdC1jYXJkLXNwZW5kcy1hYnJvYWQtbGVhdmVzLWhvbGlkYXllcnMtaW4tYS1maXgvYXJ0aWNsZXNob3cvMTAwMzQxNzQwLmNtc9IBlgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbnJpL3Zpc2l0L2dvdnQtbW92ZS10by1pbXBvc2UtMjAtdGNzLW9uLWNyZWRpdC1jYXJkLXNwZW5kcy1hYnJvYWQtbGVhdmVzLWhvbGlkYXllcnMtaW4tYS1maXgvYW1wX2FydGljbGVzaG93LzEwMDM0MTc0MC5jbXM?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
"Investors Crowd Into Yelp Stock After TCS Capital Discloses Stake, Pushes for PE Sale or Angi Merger",Fintel.io,2023-05-25T02:27:47Z,Online crowd-sourced review website Yelp has found itself under the scrutiny of activist investor TCS Capital Management.,https://fintel.io/news/investors-crowd-into-yelp-after-tcs-capital-discloses-stake-and-pushes-for-pe
"Pixel-8-Chip: Tensor G3 bekommt neue Arm-Kerne, Raytracing und AV1",ComputerBase,2023-06-05T08:56:00Z,"Das Pixel 8 dürfte im Herbst mit einem deutlich überarbeiteten Tensor-Chip aus eigener Entwicklung auf den Markt kommen. Google wird laut einem Bericht von Android Authority für den Tensor G3 auf aktuelle Arm-Kerne wie den Cortex-X3, eine GPU mit Raytracing, …",https://www.computerbase.de/2023-06/pixel-8-chip-tensor-g3-bekommt-neue-arm-kerne-raytracing-und-av1/
"Formula E at Jakarta: How to watch, stream, preview for the Gulavit Jakarta E-Prix",CBS Sports,2023-06-02T18:16:38Z,Formula E doubles up in Jakarta with Nick Cassidy atop the World Championship standings,https://www.cbssports.com/motor-sports/news/formula-e-at-jakarta-how-to-watch-stream-preview-for-the-gulavit-jakarta-e-prix/
Nikon Z 1.4x and 2.0x Teleconverters Review,Photographylife.com,2023-05-22T22:00:30Z,"Today, I'll be reviewing Nikon's first teleconverters for the Z mirrorless system: the TC-1.4x and TC-2.0x. These two teleconverters multiply your focal length by 1.4× and 2.0× respectively, albeit at the expense of some light. How do the two TCs hold up in p…",https://photographylife.com/reviews/nikon-z-1-4x-2-0x-teleconverters
"No TCS on foreign debit & credit card transactions up to Rs 7 lakh, clarifies Union govt - ThePrint",Google News,2023-05-19T14:33:28Z,"<ol><li>No TCS on foreign debit & credit card transactions up to Rs 7 lakh, clarifies Union govt  ThePrint
</li><li>No levy on card payments up to Rs 7 lakh overseas, Finmin says after backlash on 20% tax rule  Moneycontrol
</li><li>How will tax on foreign …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiemh0dHBzOi8vdGhlcHJpbnQuaW4vZWNvbm9teS9uby10Y3Mtb24tZm9yZWlnbi1kZWJpdC1jcmVkaXQtY2FyZC10cmFuc2FjdGlvbnMtdXAtdG8tcnMtNy1sYWtoLWNsYXJpZmllcy11bmlvbi1nb3Z0LzE1ODQwMDgv0gF-aHR0cHM6Ly90aGVwcmludC5pbi9lY29ub215L25vLXRjcy1vbi1mb3JlaWduLWRlYml0LWNyZWRpdC1jYXJkLXRyYW5zYWN0aW9ucy11cC10by1ycy03LWxha2gtY2xhcmlmaWVzLXVuaW9uLWdvdnQvMTU4NDAwOC8_YW1w?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1
"No TCS on LRS transactions upto Rs 7 lakh via international debit, credit cards - CNBCTV18",Google News,2023-05-19T13:53:44Z,"<ol><li>No TCS on LRS transactions upto Rs 7 lakh via international debit, credit cards  CNBCTV18
</li><li>20% TCS On International Credit Card Spends: The How, What, Why Answered! | Experts' Take  moneycontrol
</li><li>How will tax on foreign tour spends o…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5jbmJjdHYxOC5jb20vcGVyc29uYWwtZmluYW5jZS9uby10Y3Mtb24tbHJzLXRyYW5zYWN0aW9ucy11cHRvLXJzLTctbGFraC12aWEtaW50ZXJuYXRpb25hbC1kZWJpdC1jcmVkaXQtY2FyZHMtMTY3MTMzNzEuaHRt0gGJAWh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9wZXJzb25hbC1maW5hbmNlL25vLXRjcy1vbi1scnMtdHJhbnNhY3Rpb25zLXVwdG8tcnMtNy1sYWtoLXZpYS1pbnRlcm5hdGlvbmFsLWRlYml0LWNyZWRpdC1jYXJkcy0xNjcxMzM3MS5odG0vYW1w?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1
